radius_bin,domain,step,zp_support_drive,composite_score,normalized_weight,pair_upstream_gated,pair_upstream_raw,pair_upstream_selected_lag,pair_upstream_margin_norm,pair_upstream_persistence,pair_upstream_coherence_gate,residence_deficit_gated,residence_deficit_raw,residence_deficit_selected_lag,residence_deficit_margin_norm,residence_deficit_persistence,residence_deficit_coherence_gate,deficit_slope_gated,deficit_slope_raw,deficit_slope_selected_lag,deficit_slope_margin_norm,deficit_slope_persistence,deficit_slope_coherence_gate,curvature_deficit_gated,curvature_deficit_raw,curvature_deficit_selected_lag,curvature_deficit_margin_norm,curvature_deficit_persistence,curvature_deficit_coherence_gate,pair_tail_gated,pair_tail_raw,pair_tail_selected_lag,pair_tail_margin_norm,pair_tail_persistence,pair_tail_coherence_gate,zp_reserve_relax,residence_donor_gated,residence_donor_raw,residence_donor_selected_lag,residence_donor_margin_norm,residence_donor_persistence,residence_donor_coherence_gate,tail_donor_gated,tail_donor_raw,tail_donor_selected_lag,tail_donor_margin_norm,tail_donor_persistence,tail_donor_coherence_gate,closure_donor_gated,closure_donor_raw,closure_donor_selected_lag,closure_donor_margin_norm,closure_donor_persistence,closure_donor_coherence_gate,curvature_donor_gated,curvature_donor_raw,curvature_donor_selected_lag,curvature_donor_margin_norm,curvature_donor_persistence,curvature_donor_coherence_gate
3,support,6,0.2271068765410951,0.5436204865623401,0.0735009016214463,0.5329460344747875,0.9992738146406014,2.0,0.0,0.6666666666666666,0.5333333333331333,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.27050509649946325,0.9180464715843291,3.0,0.0,0.3333333333333333,0.29465294500030703,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,7,0.2405791159392312,0.5777396457119182,0.07811402607508484,0.5330952569342681,0.9997391967778011,3.0,0.0,0.6666666666666666,0.5332343261647189,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.35997184008158273,0.9963769134102096,2.0,0.0,0.3333333333333333,0.36128079167304217,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,8,0.32271401303777136,0.8224034786765165,0.111194111836339,0.6983106998733828,0.9984838358886415,3.0,0.0,1.0,0.6993710611768619,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5220351205472495,0.9966217427590284,0.0,0.0,0.6666666666666666,0.5238046674579441,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,9,0.3247696103759038,0.8033626697531706,0.1086196749671223,0.6915275567508696,0.9913275386305423,3.0,0.0,1.0,0.6975772686655837,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5007485805696023,0.5515664367539965,0.8560784555871954,0.0,0.0,1.0,0.6442942619968982,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,10,0.26464116276668115,0.5684279975130674,0.07685503279739356,0.6735532005701371,0.9728414444398983,3.0,0.0,1.0,0.6923566059194026,0.0,0.0,0.0,0.0,1.0,0.5,0.00964894674529579,0.011221916559301359,0.0,0.9999999999061986,1.0,0.85983055517359,0.17656870587206155,0.3056585967058139,0.0,0.0,1.0,0.5776664153241631,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,11,0.4354197004212714,1.195729179777983,0.16167008966957996,0.6589904026911318,0.9202004822099997,3.0,0.16203133506954248,1.0,0.7161378584680453,0.0,0.0,0.0,0.0,1.0,0.5,0.8190922379175013,0.8856935597898687,0.0,0.9999999999988116,1.0,0.9248031995533889,0.0,0.0,0.0,0.0,1.0,0.5204344067982495,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,12,0.32760573759917366,0.7885560943539347,0.10661773304500718,0.4555972670607603,0.6190317625211332,3.0,0.9999999999982996,0.6666666666666666,0.7359836677931475,0.0,0.0,0.0,0.0,1.0,0.5,0.6725867765116303,0.9740001586508293,0.0,0.0013242147995121646,1.0,0.6905407258283075,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,13,0.17276211602990488,0.4004179644272305,0.05413902186971871,0.0,0.0,0.0,0.0,0.6666666666666666,0.37461613369167557,0.0,0.0,0.0,0.0,1.0,0.5,0.6910484641196195,0.9907330020015109,0.0,0.0,1.0,0.6975123092937663,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,14,0.1741141790992184,0.3883054944848044,0.052501339913946996,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.6964567163968736,0.9961594196979631,0.0,0.0,1.0,0.6991418267249234,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,15,0.17465396579239542,0.370416076053119,0.05008257826549059,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.6986158631695817,0.9984281352600666,0.0,0.0,1.0,0.6997157216404053,0.0,0.0,0.0,0.0,0.6666666666666666,0.39415476782522574,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,16,0.23773963148638894,0.5117952512610559,0.06919793006908406,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.6994735770820564,0.9993362186983694,0.0,0.0,1.0,0.6999381829602026,0.4191415814391655,0.9097692191397,3.0,0.0,0.6666666666666666,0.4607119834583061,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,support,17,0.2120212311092851,0.4253320297815835,0.057507559869786506,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5330636379036509,0.9994943210697205,0.0,0.0,0.6666666666666666,0.5333333333331332,0.525035477555816,0.9955652411107099,3.0,0.0,0.6666666666666666,0.5273742552221452,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,reserve,19,,0.03485056932039586,0.14076718727381535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25069678560203723,0.0,0.0,0.0,0.0,1.0,0.5,0.3656878274743331,0.9982619710800812,1.0,0.0,0.3333333333333333,0.3663245100669045,0.0,0.0,0.0,0.0,1.0,0.5,0.6961443640820265,0.9960265763804329,1.0,0.0,1.0,0.6989214751797284
3,reserve,20,,0.03019879608479553,0.12197790930848094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24932350130803183,0.0,0.0,0.0,0.0,1.0,0.5,0.36537690436196074,0.9977094906513014,2.0,0.0,0.3333333333333333,0.36621572490349263,0.0,0.0,0.0,0.0,1.0,0.5,0.6878182637549834,0.9862213731129496,1.0,0.0,1.0,0.697427862046759
3,reserve,21,,0.02731614498397375,0.11033440691332867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2899594218111205,0.0,0.0,0.0,0.0,1.0,0.5,0.5312276095901661,0.9969995280529871,0.0,0.0,0.6666666666666666,0.5328263400761943,0.0,0.0,0.0,0.0,1.0,0.5,0.5164558531670269,0.9749987893407864,1.0,0.0,0.6666666666666666,0.5296989686686807
3,reserve,22,,0.029086032760532753,0.11748327503671713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3569994296242469,0.0,0.0,0.0,0.0,1.0,0.5,0.6977138609270109,0.9974212730740197,0.0,0.0,1.0,0.6995177261225637,0.0,0.0,0.0,0.0,1.0,0.5,0.5194259016896169,0.9801156180908654,2.0,0.0,0.6666666666666666,0.5299639064025827
3,reserve,23,,0.02843485943898702,0.11485307878198635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38299075934274285,0.0,0.0,0.0,0.0,1.0,0.5,0.6982840350446494,0.9980802485340458,0.0,0.0,1.0,0.6996271452824268,0.0,0.0,0.0,0.0,1.0,0.5,0.691180968832554,0.9901898416029251,2.0,0.0,1.0,0.6980287413509173
3,reserve,24,,0.023453510031166615,0.09473258839571913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3839707854277925,0.0,0.0,0.0,0.0,1.0,0.5,0.6987826847529698,0.9986406702066529,0.0,0.0,1.0,0.6997338538278915,0.0,0.0,0.0,0.0,1.0,0.5,0.6963847435106972,0.9959417735196071,2.0,0.0,1.0,0.6992223461515318
3,reserve,25,,0.019039217907160913,0.07690253573894432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3844064577626399,0.0,0.0,0.0,0.0,1.0,0.5,0.6991299332149212,0.9990217596098115,0.0,0.0,1.0,0.6998145200440686,0.0,0.0,0.0,0.0,1.0,0.5,0.6983632298444756,0.9979944720047982,2.0,0.0,1.0,0.6997666314138843
3,reserve,26,,0.015248727033124517,0.06159211903327231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3845668378034754,0.0,0.0,0.0,0.0,1.0,0.5,0.6993785385390936,0.9992901346994181,0.0,0.0,1.0,0.6998753557688864,0.0,0.0,0.0,0.0,1.0,0.5,0.698769482585586,0.9983426210556348,2.0,0.0,1.0,0.6999295310528926
3,reserve,27,,0.012069208828034441,0.04874952152785697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38467639950605886,0.0,0.0,0.0,0.0,1.0,0.5,0.6996157693315558,0.9995531253248622,0.0,0.0,1.0,0.6999285496748114,0.0,0.0,0.0,0.0,1.0,0.5,0.6988672784895771,0.9983818264139673,2.0,0.0,1.0,0.6999999999997997
3,reserve,28,,0.008106405890558511,0.03274310802853904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35985770793962474,0.0,0.0,0.0,0.0,1.0,0.5,0.6998451838442764,0.9998195975884704,0.0,0.0,1.0,0.6999714603837316,0.0,0.0,0.0,0.0,1.0,0.5,0.532797562679428,0.9990500173633404,2.0,0.0,0.6666666666666666,0.5333041924022679
3,reserve,29,,0.00629646327645956,0.02543245182170861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3596726516923184,0.0,0.0,0.0,0.0,1.0,0.5,0.6999487604341205,0.9999337383730403,0.0,0.0,1.0,0.6999951432511762,0.0,0.0,0.0,0.0,1.0,0.5,0.5312876501244679,0.9979061227727973,1.0,0.0,0.6666666666666666,0.5324024354597844
3,reserve,30,,0.004618215815624371,0.01865373402116656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3159791976764049,0.0,0.0,0.0,0.0,1.0,0.5,0.5332844463462613,0.9999083368996148,0.0,0.0,0.6666666666666666,0.5333333333331334,0.0,0.0,0.0,0.0,1.0,0.5,0.6844361275860025,0.9848745243050648,1.0,0.0,1.0,0.6949475397070972
3,reserve,31,,0.002976573867071484,0.012022871911454817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2862247170906037,0.0,0.0,0.0,0.0,1.0,0.5,0.5332576070292664,0.999892442370922,2.0,0.0,0.6666666666666666,0.533314969122897,0.0,0.0,0.0,0.0,1.0,0.5,0.48614449519264774,0.9373136601077015,1.0,0.0,0.6666666666666666,0.5186572178376101
3,reserve,32,,0.0028353723906206015,0.01145253590069507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34433758064880193,0.0,0.0,0.0,0.0,1.0,0.5,0.6993153453760541,0.9996582995963645,2.0,0.0,1.0,0.6995543833912239,0.0,0.0,0.0,0.0,1.0,0.5,0.430742949989202,0.8537546201978231,2.0,0.0,0.6666666666666666,0.5045278113861272
3,reserve,33,,0.0015710036989483762,0.006345542589695943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26762881436298386,0.0,0.0,0.0,0.0,1.0,0.5,0.5274756832452966,0.9935001180643788,2.0,0.0,0.6666666666666666,0.530926643746122,0.0,0.0,0.0,0.0,1.0,0.5,0.377590273765768,0.7732319490518605,2.0,0.0,0.6666666666666666,0.4883273049293558
3,reserve,34,,0.0009398578329641753,0.0037962405252933056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25611439858183066,0.0,0.0,0.0,0.0,1.0,0.5,0.5136913619122243,0.97047895084574,0.0,0.0,0.6666666666666666,0.5293173658888319,0.0,0.0,0.0,0.0,1.0,0.5,0.3375856921129396,0.6946483423046736,1.0,0.0,0.6666666666666666,0.4859807064289719
3,reserve,35,,0.0005349851696527019,0.0021608931800474918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321134863474805,0.0,0.0,0.0,0.0,1.0,0.5,0.6783365697567965,0.9755212679113793,0.0,0.0,1.0,0.6953580532479171,0.0,0.0,0.0,0.0,1.0,0.5,0.40519238963174586,0.8186052208644617,2.0,0.0,0.6666666666666666,0.49497899513010124
3,reserve,36,,7.811245689440814e-13,3.1550907381125338e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3665118592280393,0.0,0.0,0.0,0.0,1.0,0.5,0.6857989473280856,0.9841112593829553,0.0,0.0,1.0,0.6968713555397043,0.0,0.0,0.0,0.0,1.0,0.5,0.6146152019787005,0.908016166642186,2.0,0.0006950257264735842,1.0,0.6768769373914645
3,reserve,37,,7.981027844655699e-13,3.223668545892847e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37175909014671754,0.0,0.0,0.0,0.0,1.0,0.5,0.6937371609330683,0.9931764764472775,0.0,0.0,1.0,0.6985034154399801,0.0,0.0,0.0,0.0,1.0,0.5,0.6284281718232685,0.9196724642863668,2.0,0.0060682770091187955,1.0,0.6833173724635829
3,reserve,38,,7.274323622089595e-13,2.93821907523832e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3445202767628992,0.0,0.0,0.0,0.0,1.0,0.5,0.6328901917634376,1.0000000000000004,0.0,0.0,1.0,0.6328901917634373,0.0,0.0,0.0,0.0,1.0,0.5,0.6090946670501612,0.8909301020433501,2.0,0.02108153410908392,1.0,0.6836615640814035
3,reserve,39,,2.466975182557527e-13,9.964518924507076e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08681473937673381,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5666725667966473,0.0,0.0,0.0,0.0,1.0,0.5,0.5787649291782254,0.8457072705594358,2.0,0.059072181544787786,1.0,0.684356099712105
3,reserve,40,,2.38809599805927e-13,9.645912911670041e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08434447693691677,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5622965129127785,0.7593587075875373,2.0,0.9999999999986139,0.6666666666666666,0.7404886614116533
3,reserve,41,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.3840286521232358
3,reserve,42,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,43,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,44,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,45,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,46,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,47,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,48,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,49,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,50,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,51,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,52,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,53,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,54,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,55,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,56,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,57,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,58,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,59,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,60,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,61,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,62,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,63,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,64,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,65,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
3,reserve,66,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
